timestamp,task_name,name,index,cpu_power,utilization.gpu [%],tensor_active,dram_power,cpu_usage,clocks.current.memory [MHz],sm_active,dram_usage,dram_active,power.draw [W],clocks.current.graphics [MHz],usage.memory [%],temperature.memory,utilization.memory [%],clocks.current.sm [MHz],temperature.gpu,pcie.link.width.current,nvlink_tx_bytes,pcie_tx_bytes,nvlink_rx_bytes,pcie.link.gen.current,pcie_rx_bytes,sm_occupancy
2025-05-07 14:39:43.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.34 W,100.00 %,0.00 %,9.22 W,3.7 %,1512 MHz,100.00 %,5.6 %,33.50 %,289.24 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,63.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:43.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.39 W,100.00 %,0.00 %,9.04 W,3.1 %,1512 MHz,95.70 %,5.6 %,22.90 %,300.64 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,63.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,32.50 %
2025-05-07 14:39:43.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.76 W,100.00 %,0.00 %,9.19 W,4.7 %,1512 MHz,100.00 %,5.6 %,34.10 %,304.70 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,63.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:43.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,143.76 W,100.00 %,0.00 %,8.98 W,3.1 %,1512 MHz,100.00 %,5.6 %,34.10 %,296.84 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,63.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:43.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,152.01 W,100.00 %,0.00 %,8.85 W,4.0 %,1512 MHz,100.00 %,5.6 %,33.50 %,300.35 W,1410 MHz,90.02 %,67.00 °C,54.00 %,1410 MHz,63.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:43.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.19 W,100.00 %,0.00 %,8.89 W,3.4 %,1512 MHz,100.00 %,5.6 %,34.10 %,303.24 W,1410 MHz,90.02 %,67.00 °C,54.00 %,1410 MHz,63.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:43.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.37 W,100.00 %,0.00 %,8.97 W,4.0 %,1512 MHz,100.00 %,5.6 %,33.30 %,303.38 W,1395 MHz,90.02 %,67.00 °C,53.00 %,1395 MHz,63.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:43.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.69 W,100.00 %,0.00 %,8.98 W,4.0 %,1512 MHz,100.00 %,5.6 %,34.00 %,291.77 W,1395 MHz,90.02 %,67.00 °C,53.00 %,1395 MHz,63.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:44.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,150.18 W,99.00 %,27.70 %,8.99 W,4.7 %,1512 MHz,67.50 %,5.6 %,69.00 %,291.77 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,63.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.09 GB/s,7.50 %
2025-05-07 14:39:44.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,150.71 W,99.00 %,0.00 %,9.08 W,3.1 %,1512 MHz,100.00 %,5.6 %,33.30 %,294.97 W,1395 MHz,90.02 %,67.00 °C,53.00 %,1395 MHz,63.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:44.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.48 W,100.00 %,37.50 %,8.83 W,3.4 %,1512 MHz,99.50 %,5.6 %,95.00 %,303.35 W,1395 MHz,90.02 %,67.00 °C,53.00 %,1395 MHz,63.00 °C,16,0.00 GB/s,0.07 GB/s,0.00 GB/s,4,0.05 GB/s,11.10 %
2025-05-07 14:39:44.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,151.01 W,100.00 %,0.00 %,9.41 W,7.0 %,1512 MHz,100.00 %,5.6 %,33.80 %,298.29 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,63.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:44.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,153.89 W,100.00 %,0.00 %,9.07 W,5.7 %,1512 MHz,100.00 %,5.6 %,34.60 %,288.15 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,63.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:44.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,151.30 W,100.00 %,33.50 %,9.16 W,5.2 %,1512 MHz,91.70 %,5.6 %,85.70 %,303.47 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,63.00 °C,16,0.00 GB/s,0.07 GB/s,0.00 GB/s,4,0.06 GB/s,10.10 %
2025-05-07 14:39:44.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,152.35 W,100.00 %,0.00 %,9.18 W,4.3 %,1512 MHz,100.00 %,5.6 %,33.50 %,299.85 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,63.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:44.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,154.66 W,100.00 %,0.00 %,9.23 W,4.6 %,1512 MHz,100.00 %,5.6 %,33.40 %,300.43 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,63.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:44.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,153.77 W,100.00 %,0.00 %,9.22 W,7.6 %,1512 MHz,100.00 %,5.6 %,33.90 %,297.44 W,1395 MHz,90.02 %,67.00 °C,53.00 %,1395 MHz,63.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:44.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,151.40 W,100.00 %,0.00 %,9.03 W,3.1 %,1512 MHz,100.00 %,5.6 %,33.80 %,291.58 W,1395 MHz,90.02 %,67.00 °C,53.00 %,1395 MHz,63.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:45.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,150.75 W,99.00 %,34.70 %,9.02 W,3.4 %,1512 MHz,85.10 %,5.6 %,84.20 %,301.89 W,1410 MHz,93.12 %,67.00 °C,53.00 %,1410 MHz,63.00 °C,16,0.00 GB/s,0.08 GB/s,0.00 GB/s,4,0.06 GB/s,9.30 %
2025-05-07 14:39:45.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,145.54 W,99.00 %,0.00 %,9.07 W,3.1 %,1512 MHz,100.00 %,5.6 %,33.50 %,300.62 W,1395 MHz,93.12 %,67.00 °C,53.00 %,1395 MHz,63.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:45.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.13 W,99.00 %,0.00 %,8.98 W,3.4 %,1512 MHz,100.00 %,5.6 %,33.70 %,293.35 W,1395 MHz,93.12 %,69.00 °C,53.00 %,1395 MHz,63.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:45.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.55 W,99.00 %,0.00 %,9.06 W,3.4 %,1512 MHz,100.00 %,5.6 %,33.40 %,304.26 W,1410 MHz,93.12 %,69.00 °C,53.00 %,1410 MHz,63.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:45.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,141.00 W,100.00 %,0.00 %,9.07 W,3.4 %,1512 MHz,100.00 %,5.6 %,33.50 %,306.83 W,1410 MHz,93.12 %,69.00 °C,53.00 %,1410 MHz,63.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:45.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.22 W,100.00 %,0.00 %,8.95 W,5.3 %,1512 MHz,100.00 %,5.6 %,33.60 %,294.04 W,1410 MHz,93.12 %,69.00 °C,53.00 %,1410 MHz,64.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:45.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.97 W,100.00 %,0.00 %,8.96 W,3.4 %,1512 MHz,100.00 %,5.6 %,34.60 %,303.46 W,1410 MHz,93.12 %,69.00 °C,54.00 %,1410 MHz,64.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:45.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.70 W,100.00 %,14.90 %,8.84 W,3.4 %,1512 MHz,32.00 %,5.6 %,36.70 %,305.97 W,1410 MHz,93.12 %,69.00 °C,54.00 %,1410 MHz,63.00 °C,16,0.00 GB/s,0.13 GB/s,0.00 GB/s,4,0.26 GB/s,2.80 %
2025-05-07 14:39:45.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,155.20 W,100.00 %,11.50 %,8.88 W,3.0 %,1512 MHz,54.60 %,5.6 %,36.50 %,301.95 W,1410 MHz,93.12 %,69.00 °C,54.00 %,1410 MHz,64.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.22 GB/s,17.70 %
2025-05-07 14:39:45.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,136.56 W,100.00 %,0.00 %,9.07 W,3.4 %,1512 MHz,100.00 %,5.6 %,33.50 %,294.79 W,1395 MHz,93.12 %,69.00 °C,53.00 %,1395 MHz,64.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:46.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,153.08 W,100.00 %,0.00 %,9.26 W,4.5 %,1512 MHz,100.00 %,5.6 %,33.50 %,297.02 W,1410 MHz,93.12 %,69.00 °C,53.00 %,1410 MHz,63.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:46.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,143.89 W,100.00 %,0.00 %,8.97 W,3.7 %,1512 MHz,100.00 %,5.6 %,33.50 %,299.93 W,1395 MHz,93.12 %,69.00 °C,53.00 %,1395 MHz,64.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:46.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,151.41 W,100.00 %,4.70 %,8.92 W,3.4 %,1512 MHz,78.60 %,5.6 %,26.50 %,291.56 W,1410 MHz,93.12 %,69.00 °C,53.00 %,1410 MHz,64.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,16.70 %
2025-05-07 14:39:46.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,145.60 W,99.00 %,17.50 %,9.20 W,4.0 %,1512 MHz,35.40 %,5.6 %,43.20 %,303.46 W,1410 MHz,93.12 %,69.00 °C,53.00 %,1410 MHz,64.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.23 GB/s,2.70 %
2025-05-07 14:39:46.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,145.36 W,99.00 %,24.50 %,8.86 W,3.4 %,1512 MHz,54.10 %,5.6 %,61.00 %,304.02 W,1410 MHz,93.12 %,69.00 °C,53.00 %,1410 MHz,64.00 °C,16,0.00 GB/s,0.11 GB/s,0.00 GB/s,4,0.14 GB/s,4.30 %
2025-05-07 14:39:46.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,152.62 W,100.00 %,0.00 %,8.98 W,3.4 %,1512 MHz,100.00 %,5.6 %,34.00 %,296.95 W,1410 MHz,93.12 %,69.00 °C,53.00 %,1410 MHz,64.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:46.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.86 W,100.00 %,0.00 %,8.93 W,2.5 %,1512 MHz,100.00 %,5.6 %,33.90 %,300.62 W,1410 MHz,93.12 %,69.00 °C,54.00 %,1410 MHz,64.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:46.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.91 W,100.00 %,0.00 %,9.02 W,5.2 %,1512 MHz,100.00 %,5.6 %,33.70 %,297.90 W,1410 MHz,93.12 %,69.00 °C,54.00 %,1410 MHz,64.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:46.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.37 W,100.00 %,0.00 %,8.92 W,3.4 %,1512 MHz,100.00 %,5.6 %,33.40 %,306.39 W,1395 MHz,93.12 %,69.00 °C,53.00 %,1395 MHz,64.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:47.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.46 W,100.00 %,0.00 %,9.29 W,6.0 %,1512 MHz,100.00 %,5.6 %,33.70 %,289.14 W,1410 MHz,93.12 %,69.00 °C,53.00 %,1410 MHz,64.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:47.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.15 W,100.00 %,0.00 %,9.07 W,3.7 %,1512 MHz,100.00 %,5.6 %,33.40 %,299.26 W,1395 MHz,93.12 %,69.00 °C,53.00 %,1395 MHz,64.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:47.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.54 W,100.00 %,23.30 %,9.04 W,3.4 %,1512 MHz,59.00 %,5.6 %,57.70 %,296.65 W,1395 MHz,93.12 %,69.00 °C,53.00 %,1395 MHz,64.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.13 GB/s,5.50 %
2025-05-07 14:39:47.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,144.79 W,100.00 %,0.00 %,9.18 W,3.1 %,1512 MHz,77.70 %,5.6 %,17.90 %,296.14 W,1395 MHz,93.12 %,69.00 °C,53.00 %,1395 MHz,64.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,25.00 %
2025-05-07 14:39:47.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.54 W,99.00 %,0.00 %,9.02 W,3.1 %,1512 MHz,100.00 %,5.6 %,33.50 %,293.32 W,1410 MHz,93.12 %,69.00 °C,53.00 %,1410 MHz,64.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:47.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.13 W,99.00 %,0.00 %,9.17 W,3.7 %,1512 MHz,100.00 %,5.6 %,33.70 %,303.18 W,1410 MHz,93.12 %,69.00 °C,53.00 %,1410 MHz,64.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:47.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.07 W,100.00 %,0.00 %,9.04 W,3.1 %,1512 MHz,100.00 %,5.6 %,34.30 %,306.16 W,1410 MHz,93.12 %,69.00 °C,53.00 %,1410 MHz,64.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:47.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,143.62 W,100.00 %,0.00 %,9.09 W,3.4 %,1512 MHz,100.00 %,5.6 %,33.90 %,299.77 W,1410 MHz,93.12 %,69.00 °C,53.00 %,1410 MHz,64.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:47.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,152.77 W,100.00 %,0.00 %,9.15 W,4.7 %,1512 MHz,100.00 %,5.6 %,33.20 %,299.77 W,1410 MHz,93.12 %,69.00 °C,54.00 %,1410 MHz,64.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:47.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.18 W,100.00 %,17.90 %,8.87 W,3.1 %,1512 MHz,35.70 %,5.6 %,43.80 %,302.47 W,1395 MHz,93.12 %,69.00 °C,54.00 %,1395 MHz,64.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.22 GB/s,2.70 %
2025-05-07 14:39:48.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.18 W,100.00 %,0.00 %,9.10 W,4.9 %,1512 MHz,100.00 %,5.6 %,33.60 %,287.30 W,1395 MHz,93.12 %,69.00 °C,53.00 %,1395 MHz,64.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:48.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,150.97 W,100.00 %,0.00 %,9.13 W,5.3 %,1512 MHz,100.00 %,5.6 %,33.40 %,293.14 W,1395 MHz,93.12 %,69.00 °C,53.00 %,1395 MHz,64.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:48.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,150.84 W,100.00 %,0.00 %,9.27 W,4.0 %,1512 MHz,80.30 %,5.6 %,16.70 %,296.45 W,1395 MHz,93.12 %,69.00 °C,53.00 %,1395 MHz,64.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.05 GB/s,22.90 %
2025-05-07 14:39:48.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.26 W,100.00 %,0.00 %,9.07 W,3.4 %,1512 MHz,100.00 %,5.6 %,33.70 %,294.16 W,1410 MHz,93.12 %,69.00 °C,53.00 %,1410 MHz,64.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:48.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.61 W,100.00 %,38.50 %,9.14 W,3.6 %,1512 MHz,94.00 %,5.6 %,92.80 %,300.64 W,1410 MHz,93.12 %,69.00 °C,53.00 %,1410 MHz,64.00 °C,16,0.00 GB/s,0.07 GB/s,0.00 GB/s,4,0.06 GB/s,10.30 %
2025-05-07 14:39:48.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,150.54 W,100.00 %,0.00 %,9.03 W,3.1 %,1512 MHz,100.00 %,5.6 %,33.80 %,295.16 W,1410 MHz,93.12 %,69.00 °C,53.00 %,1410 MHz,64.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:48.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.08 W,99.00 %,0.00 %,9.07 W,3.4 %,1512 MHz,100.00 %,5.6 %,33.60 %,304.25 W,1410 MHz,93.12 %,69.00 °C,53.00 %,1410 MHz,64.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:48.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.62 W,99.00 %,0.00 %,8.87 W,2.8 %,1512 MHz,100.00 %,5.6 %,34.80 %,301.39 W,1410 MHz,93.12 %,69.00 °C,53.00 %,1410 MHz,64.00 °C,16,0.00 GB/s,0.07 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:48.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.65 W,100.00 %,23.90 %,9.17 W,2.2 %,1512 MHz,57.50 %,5.6 %,57.70 %,297.99 W,1395 MHz,93.12 %,69.00 °C,53.00 %,1395 MHz,64.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.13 GB/s,5.60 %
2025-05-07 14:39:48.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,135.94 W,100.00 %,0.00 %,9.19 W,3.7 %,1512 MHz,100.00 %,5.6 %,33.80 %,297.99 W,1395 MHz,93.12 %,69.00 °C,53.00 %,1395 MHz,64.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:49.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,145.04 W,100.00 %,0.00 %,9.13 W,3.1 %,1512 MHz,81.00 %,5.6 %,17.00 %,300.12 W,1395 MHz,93.12 %,69.00 °C,53.00 %,1395 MHz,64.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.04 GB/s,23.50 %
2025-05-07 14:39:49.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,154.35 W,100.00 %,0.00 %,8.98 W,6.7 %,1512 MHz,100.00 %,5.6 %,33.80 %,293.42 W,1395 MHz,93.12 %,69.00 °C,53.00 %,1395 MHz,64.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:49.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,150.83 W,100.00 %,0.00 %,8.96 W,4.3 %,1512 MHz,100.00 %,5.6 %,33.60 %,302.18 W,1395 MHz,93.12 %,69.00 °C,53.00 %,1395 MHz,64.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:49.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,153.04 W,100.00 %,0.00 %,9.39 W,5.9 %,1512 MHz,100.00 %,5.6 %,33.60 %,299.07 W,1395 MHz,93.12 %,69.00 °C,53.00 %,1395 MHz,64.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:49.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,151.92 W,100.00 %,26.20 %,9.02 W,3.1 %,1512 MHz,63.00 %,5.6 %,64.10 %,301.60 W,1410 MHz,93.12 %,69.00 °C,53.00 %,1410 MHz,64.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.11 GB/s,6.30 %
2025-05-07 14:39:49.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.09 W,100.00 %,0.00 %,9.02 W,3.1 %,1512 MHz,100.00 %,5.6 %,33.40 %,302.67 W,1410 MHz,93.12 %,69.00 °C,53.00 %,1410 MHz,64.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:49.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.08 W,100.00 %,0.00 %,8.85 W,3.4 %,1512 MHz,100.00 %,5.6 %,33.20 %,305.03 W,1410 MHz,93.12 %,69.00 °C,54.00 %,1410 MHz,64.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:49.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.97 W,100.00 %,22.50 %,9.01 W,3.1 %,1512 MHz,57.80 %,5.6 %,54.70 %,249.44 W,1395 MHz,93.12 %,69.00 °C,54.00 %,1395 MHz,64.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.13 GB/s,5.40 %
2025-05-07 14:39:49.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.97 W,98.00 %,0.00 %,9.13 W,3.1 %,1512 MHz,85.90 %,5.6 %,18.70 %,300.42 W,1410 MHz,93.12 %,69.00 °C,52.00 %,1410 MHz,64.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,26.00 %
2025-05-07 14:39:49.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.41 W,98.00 %,0.00 %,9.06 W,2.8 %,1512 MHz,100.00 %,5.6 %,33.60 %,293.62 W,1395 MHz,93.12 %,69.00 °C,52.00 %,1395 MHz,64.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:50.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.87 W,100.00 %,0.00 %,8.93 W,3.4 %,1512 MHz,100.00 %,5.6 %,33.50 %,301.89 W,1395 MHz,93.12 %,69.00 °C,53.00 %,1395 MHz,65.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:50.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,138.46 W,100.00 %,0.00 %,9.13 W,3.1 %,1512 MHz,100.00 %,5.6 %,33.40 %,297.63 W,1395 MHz,93.12 %,69.00 °C,53.00 %,1395 MHz,64.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:50.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.01 W,100.00 %,24.30 %,8.98 W,3.1 %,1512 MHz,57.60 %,5.6 %,58.10 %,292.45 W,1410 MHz,93.12 %,69.00 °C,53.00 %,1410 MHz,64.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.13 GB/s,5.50 %
