timestamp,task_name,name,index,temperature.memory,utilization.memory [%],dram_usage,pcie.link.gen.current,nvlink_tx_bytes,tensor_active,dram_active,usage.memory [%],sm_active,pcie_tx_bytes,cpu_power,clocks.current.sm [MHz],cpu_usage,dram_power,power.draw [W],pcie.link.width.current,sm_occupancy,nvlink_rx_bytes,utilization.gpu [%],pcie_rx_bytes,clocks.current.graphics [MHz],temperature.gpu,clocks.current.memory [MHz]
2025-05-07 16:41:59.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,10.50 %,36.20 %,90.02 %,58.10 %,0.11 GB/s,149.39 W,1395 MHz,3.4 %,8.97 W,297.50 W,16,20.20 %,0.00 GB/s,100.00 %,0.20 GB/s,1395 MHz,65.00 °C,1512 MHz
2025-05-07 16:41:59.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.20 %,90.02 %,100.00 %,0.10 GB/s,149.80 W,1395 MHz,3.4 %,8.83 W,300.26 W,16,50.00 %,0.00 GB/s,100.00 %,0.06 GB/s,1395 MHz,65.00 °C,1512 MHz
2025-05-07 16:41:59.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,12.90 %,43.80 %,90.02 %,83.90 %,0.08 GB/s,153.66 W,1395 MHz,3.7 %,9.21 W,294.03 W,16,13.90 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,65.00 °C,1512 MHz
2025-05-07 16:42:00.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.50 %,90.02 %,100.00 %,0.09 GB/s,150.67 W,1410 MHz,4.0 %,9.16 W,305.22 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1410 MHz,65.00 °C,1512 MHz
2025-05-07 16:42:00.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,35.20 %,90.02 %,100.00 %,0.10 GB/s,140.88 W,1395 MHz,3.4 %,8.90 W,307.25 W,16,50.00 %,0.00 GB/s,99.00 %,0.05 GB/s,1395 MHz,65.00 °C,1512 MHz
2025-05-07 16:42:00.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,34.50 %,90.02 %,100.00 %,0.10 GB/s,150.26 W,1410 MHz,4.0 %,8.88 W,307.25 W,16,50.00 %,0.00 GB/s,99.00 %,0.06 GB/s,1410 MHz,65.00 °C,1512 MHz
2025-05-07 16:42:00.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.20 %,90.02 %,100.00 %,0.10 GB/s,150.07 W,1395 MHz,6.4 %,9.16 W,296.01 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,65.00 °C,1512 MHz
2025-05-07 16:42:00.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,34.10 %,90.02 %,100.00 %,0.09 GB/s,151.96 W,1395 MHz,14.8 %,10.79 W,296.07 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,65.00 °C,1512 MHz
2025-05-07 16:42:00.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.70 %,90.02 %,100.00 %,0.10 GB/s,151.12 W,1410 MHz,8.4 %,10.55 W,300.17 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1410 MHz,65.00 °C,1512 MHz
2025-05-07 16:42:00.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,39.40 %,95.60 %,90.02 %,100.00 %,0.07 GB/s,155.64 W,1395 MHz,4.7 %,9.16 W,299.86 W,16,11.10 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:00.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,39.00 %,95.60 %,90.02 %,99.70 %,0.07 GB/s,152.37 W,1395 MHz,4.3 %,9.19 W,303.44 W,16,11.10 %,0.00 GB/s,100.00 %,0.06 GB/s,1395 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:00.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,13.10 %,32.30 %,90.02 %,31.10 %,0.14 GB/s,141.72 W,1395 MHz,3.4 %,8.99 W,294.51 W,16,4.00 %,0.00 GB/s,100.00 %,0.29 GB/s,1395 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:00.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,34.30 %,90.02 %,100.00 %,0.09 GB/s,148.76 W,1395 MHz,3.3 %,9.16 W,297.51 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:01.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.30 %,90.02 %,100.00 %,0.10 GB/s,152.26 W,1410 MHz,3.1 %,9.13 W,303.44 W,16,50.00 %,0.00 GB/s,100.00 %,0.06 GB/s,1410 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:01.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.60 %,90.02 %,100.00 %,0.09 GB/s,149.07 W,1395 MHz,3.7 %,9.12 W,306.10 W,16,50.00 %,0.00 GB/s,100.00 %,0.06 GB/s,1395 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:01.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,34.20 %,90.02 %,100.00 %,0.10 GB/s,147.27 W,1395 MHz,3.1 %,9.15 W,301.58 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:01.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.40 %,90.02 %,100.00 %,0.09 GB/s,146.02 W,1395 MHz,2.2 %,8.97 W,296.05 W,16,50.00 %,0.00 GB/s,99.00 %,0.05 GB/s,1395 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:01.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,17.40 %,52.30 %,90.02 %,85.50 %,0.08 GB/s,147.46 W,1395 MHz,7.3 %,9.55 W,297.54 W,16,12.20 %,0.00 GB/s,99.00 %,0.06 GB/s,1395 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:01.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.20 %,90.80 %,100.00 %,0.10 GB/s,151.37 W,1395 MHz,7.1 %,9.27 W,292.46 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:01.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,34.60 %,93.12 %,100.00 %,0.10 GB/s,147.68 W,1410 MHz,6.2 %,9.13 W,305.42 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1410 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:01.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.50 %,93.12 %,100.00 %,0.09 GB/s,152.81 W,1395 MHz,5.9 %,9.20 W,295.86 W,16,50.00 %,0.00 GB/s,100.00 %,0.06 GB/s,1395 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:01.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.40 %,93.12 %,100.00 %,0.09 GB/s,153.31 W,1395 MHz,4.0 %,9.06 W,295.48 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:02.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,39.50 %,95.90 %,93.12 %,100.00 %,0.07 GB/s,141.19 W,1395 MHz,3.4 %,9.08 W,292.83 W,16,11.10 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:02.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,34.70 %,93.12 %,100.00 %,0.09 GB/s,147.57 W,1395 MHz,3.1 %,9.17 W,303.17 W,16,50.00 %,0.00 GB/s,100.00 %,0.06 GB/s,1395 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:02.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.20 %,93.12 %,100.00 %,0.09 GB/s,138.98 W,1395 MHz,6.4 %,9.34 W,294.31 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:02.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,35.00 %,88.60 %,93.12 %,94.20 %,0.07 GB/s,150.37 W,1395 MHz,9.2 %,9.26 W,296.44 W,16,10.40 %,0.00 GB/s,100.00 %,0.06 GB/s,1395 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:02.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.50 %,93.12 %,100.00 %,0.09 GB/s,149.60 W,1410 MHz,3.4 %,9.22 W,300.54 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1410 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:02.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,34.40 %,93.12 %,100.00 %,0.10 GB/s,147.50 W,1395 MHz,3.7 %,9.05 W,305.31 W,16,50.00 %,0.00 GB/s,100.00 %,0.06 GB/s,1395 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:02.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,39.40 %,95.40 %,93.12 %,100.00 %,0.07 GB/s,151.03 W,1395 MHz,5.2 %,9.06 W,294.31 W,16,11.10 %,0.00 GB/s,99.00 %,0.05 GB/s,1395 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:02.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.90 %,93.12 %,100.00 %,0.10 GB/s,149.49 W,1395 MHz,7.4 %,9.48 W,297.42 W,16,50.00 %,0.00 GB/s,99.00 %,0.06 GB/s,1395 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:02.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.10 %,93.12 %,100.00 %,0.09 GB/s,150.07 W,1395 MHz,3.4 %,9.24 W,294.71 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:02.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.90 %,93.12 %,100.00 %,0.10 GB/s,150.30 W,1395 MHz,4.0 %,8.97 W,303.66 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:03.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.70 %,93.12 %,100.00 %,0.09 GB/s,148.71 W,1410 MHz,4.3 %,9.21 W,298.39 W,16,50.00 %,0.00 GB/s,100.00 %,0.06 GB/s,1410 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:03.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.10 %,93.12 %,100.00 %,0.09 GB/s,150.91 W,1395 MHz,4.3 %,9.21 W,304.47 W,16,50.00 %,0.00 GB/s,100.00 %,0.06 GB/s,1395 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:03.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.90 %,93.12 %,100.00 %,0.09 GB/s,147.15 W,1395 MHz,3.7 %,9.16 W,294.22 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:03.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.30 %,93.12 %,100.00 %,0.09 GB/s,147.05 W,1395 MHz,3.4 %,9.05 W,288.75 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:03.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.30 %,93.12 %,100.00 %,0.09 GB/s,145.55 W,1395 MHz,3.6 %,9.10 W,304.35 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:03.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,39.60 %,96.20 %,93.12 %,100.00 %,0.07 GB/s,142.61 W,1395 MHz,3.7 %,9.02 W,300.16 W,16,11.10 %,0.00 GB/s,100.00 %,0.06 GB/s,1395 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:03.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,37.80 %,91.20 %,93.12 %,92.60 %,0.07 GB/s,141.42 W,1395 MHz,4.0 %,8.94 W,301.60 W,16,10.20 %,0.00 GB/s,99.00 %,0.05 GB/s,1395 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:03.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.30 %,93.12 %,100.00 %,0.09 GB/s,135.85 W,1395 MHz,3.7 %,9.13 W,304.92 W,16,50.00 %,0.00 GB/s,99.00 %,0.05 GB/s,1395 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:03.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,34.60 %,93.12 %,100.00 %,0.10 GB/s,149.93 W,1395 MHz,3.4 %,8.97 W,298.89 W,16,50.00 %,0.00 GB/s,100.00 %,0.06 GB/s,1395 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:04.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,29.20 %,75.10 %,93.12 %,86.80 %,0.07 GB/s,148.25 W,1395 MHz,5.3 %,9.32 W,306.57 W,16,9.50 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:04.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,27.50 %,93.12 %,100.00 %,0.10 GB/s,152.62 W,1395 MHz,9.0 %,9.71 W,301.10 W,16,40.10 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:04.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.70 %,93.12 %,100.00 %,0.09 GB/s,150.93 W,1395 MHz,3.4 %,9.07 W,301.42 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:04.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.60 %,93.12 %,100.00 %,0.10 GB/s,151.89 W,1395 MHz,6.2 %,9.12 W,304.83 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:04.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,14.20 %,44.90 %,93.12 %,82.70 %,0.08 GB/s,156.20 W,1395 MHz,10.5 %,9.65 W,294.80 W,16,12.70 %,0.00 GB/s,99.00 %,0.05 GB/s,1395 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:04.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,34.10 %,93.12 %,98.10 %,0.10 GB/s,152.53 W,1395 MHz,8.7 %,9.46 W,305.42 W,16,49.30 %,0.00 GB/s,99.00 %,0.06 GB/s,1395 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:04.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.20 %,93.12 %,100.00 %,0.10 GB/s,151.79 W,1380 MHz,11.1 %,10.57 W,303.56 W,16,50.00 %,0.00 GB/s,100.00 %,0.06 GB/s,1380 MHz,67.00 °C,1512 MHz
2025-05-07 16:42:04.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.80 %,93.12 %,100.00 %,0.09 GB/s,151.00 W,1395 MHz,10.9 %,10.31 W,303.56 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,66.00 °C,1512 MHz
2025-05-07 16:42:04.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,29.90 %,72.10 %,93.12 %,70.90 %,0.09 GB/s,154.42 W,1395 MHz,5.9 %,9.48 W,298.90 W,16,7.40 %,0.00 GB/s,100.00 %,0.09 GB/s,1395 MHz,67.00 °C,1512 MHz
2025-05-07 16:42:04.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.30 %,93.12 %,100.00 %,0.10 GB/s,153.71 W,1395 MHz,5.6 %,9.16 W,306.85 W,16,50.00 %,0.00 GB/s,100.00 %,0.06 GB/s,1395 MHz,67.00 °C,1512 MHz
2025-05-07 16:42:05.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.30 %,93.12 %,100.00 %,0.10 GB/s,151.55 W,1395 MHz,9.3 %,9.61 W,300.81 W,16,50.00 %,0.00 GB/s,99.00 %,0.06 GB/s,1395 MHz,67.00 °C,1512 MHz
2025-05-07 16:42:05.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.00 %,93.12 %,100.00 %,0.09 GB/s,151.75 W,1395 MHz,3.4 %,9.20 W,292.94 W,16,50.00 %,0.00 GB/s,99.00 %,0.05 GB/s,1395 MHz,67.00 °C,1512 MHz
2025-05-07 16:42:05.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.20 %,93.12 %,100.00 %,0.09 GB/s,151.67 W,1380 MHz,3.4 %,9.23 W,298.27 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1380 MHz,67.00 °C,1512 MHz
2025-05-07 16:42:05.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.60 %,93.12 %,100.00 %,0.09 GB/s,153.07 W,1395 MHz,3.4 %,9.11 W,304.63 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,67.00 °C,1512 MHz
2025-05-07 16:42:05.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.30 %,93.12 %,100.00 %,0.10 GB/s,150.68 W,1395 MHz,5.1 %,9.31 W,302.40 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,67.00 °C,1512 MHz
2025-05-07 16:42:05.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.30 %,93.12 %,100.00 %,0.10 GB/s,153.06 W,1395 MHz,5.6 %,9.17 W,305.19 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,67.00 °C,1512 MHz
2025-05-07 16:42:05.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.30 %,93.12 %,100.00 %,0.10 GB/s,150.92 W,1395 MHz,3.7 %,8.99 W,301.79 W,16,50.00 %,0.00 GB/s,100.00 %,0.06 GB/s,1395 MHz,67.00 °C,1512 MHz
2025-05-07 16:42:05.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.30 %,93.12 %,100.00 %,0.09 GB/s,142.95 W,1395 MHz,4.0 %,9.32 W,286.10 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,67.00 °C,1512 MHz
2025-05-07 16:42:05.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.30 %,93.12 %,100.00 %,0.09 GB/s,149.39 W,1395 MHz,6.2 %,9.49 W,301.59 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,67.00 °C,1512 MHz
2025-05-07 16:42:05.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,32.90 %,93.12 %,100.00 %,0.10 GB/s,150.83 W,1380 MHz,3.1 %,9.18 W,288.65 W,16,50.00 %,0.00 GB/s,100.00 %,0.06 GB/s,1380 MHz,67.00 °C,1512 MHz
2025-05-07 16:42:06.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,32.90 %,93.12 %,100.00 %,0.10 GB/s,138.57 W,1380 MHz,4.7 %,9.13 W,291.08 W,16,50.00 %,0.00 GB/s,100.00 %,0.06 GB/s,1380 MHz,67.00 °C,1512 MHz
2025-05-07 16:42:06.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.20 %,93.12 %,100.00 %,0.09 GB/s,148.02 W,1380 MHz,5.6 %,9.15 W,291.48 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1380 MHz,67.00 °C,1512 MHz
2025-05-07 16:42:06.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.40 %,93.12 %,100.00 %,0.10 GB/s,147.08 W,1395 MHz,3.4 %,9.02 W,303.40 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,67.00 °C,1512 MHz
2025-05-07 16:42:06.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,24.90 %,66.60 %,93.12 %,87.20 %,0.07 GB/s,150.32 W,1395 MHz,4.7 %,9.26 W,299.87 W,16,10.10 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,67.00 °C,1512 MHz
2025-05-07 16:42:06.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,34.70 %,93.12 %,100.00 %,0.10 GB/s,145.21 W,1395 MHz,3.1 %,9.05 W,305.81 W,16,50.00 %,0.00 GB/s,99.00 %,0.05 GB/s,1395 MHz,67.00 °C,1512 MHz
2025-05-07 16:42:06.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,32.10 %,93.12 %,100.00 %,0.09 GB/s,147.79 W,1395 MHz,3.4 %,9.04 W,301.14 W,16,48.30 %,0.00 GB/s,99.00 %,0.05 GB/s,1395 MHz,67.00 °C,1512 MHz
2025-05-07 16:42:06.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,34.60 %,93.12 %,100.00 %,0.09 GB/s,149.16 W,1395 MHz,3.1 %,8.92 W,291.27 W,16,50.00 %,0.00 GB/s,99.00 %,0.05 GB/s,1395 MHz,67.00 °C,1512 MHz
2025-05-07 16:42:06.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,34.90 %,93.12 %,100.00 %,0.09 GB/s,147.81 W,1395 MHz,7.8 %,9.51 W,303.93 W,16,50.00 %,0.00 GB/s,100.00 %,0.06 GB/s,1395 MHz,67.00 °C,1512 MHz
2025-05-07 16:42:06.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.60 %,93.12 %,100.00 %,0.09 GB/s,148.71 W,1395 MHz,5.0 %,9.21 W,290.89 W,16,50.00 %,0.00 GB/s,100.00 %,0.06 GB/s,1395 MHz,67.00 °C,1512 MHz
