timestamp,task_name,name,index,temperature.memory,nvlink_tx_bytes,nvlink_rx_bytes,usage.memory [%],tensor_active,sm_occupancy,power.draw [W],utilization.memory [%],dram_active,dram_usage,clocks.current.graphics [MHz],cpu_usage,cpu_power,pcie.link.gen.current,pcie_rx_bytes,clocks.current.memory [MHz],dram_power,clocks.current.sm [MHz],temperature.gpu,pcie_tx_bytes,pcie.link.width.current,sm_active,utilization.gpu [%]
2025-05-07 16:35:45.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,296.34 W,53.00 %,33.90 %,5.6 %,1395 MHz,3.1 %,148.16 W,4,0.06 GB/s,1512 MHz,9.01 W,1395 MHz,65.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:45.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,297.62 W,53.00 %,33.40 %,5.6 %,1395 MHz,4.4 %,147.64 W,4,0.06 GB/s,1512 MHz,8.99 W,1395 MHz,65.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:45.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,290.80 W,53.00 %,34.90 %,5.6 %,1395 MHz,3.6 %,149.86 W,4,0.06 GB/s,1512 MHz,9.09 W,1395 MHz,65.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:45.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,305.10 W,53.00 %,33.60 %,5.6 %,1410 MHz,3.1 %,144.46 W,4,0.06 GB/s,1512 MHz,9.05 W,1410 MHz,65.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:46.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,306.48 W,53.00 %,34.10 %,5.6 %,1410 MHz,3.1 %,150.52 W,4,0.05 GB/s,1512 MHz,9.06 W,1410 MHz,65.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:46.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,303.44 W,53.00 %,33.20 %,5.6 %,1410 MHz,3.7 %,141.51 W,4,0.05 GB/s,1512 MHz,9.06 W,1410 MHz,65.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:46.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,296.95 W,53.00 %,33.20 %,5.6 %,1395 MHz,3.1 %,144.19 W,4,0.05 GB/s,1512 MHz,8.92 W,1395 MHz,65.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:46.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,291.41 W,54.00 %,34.30 %,5.6 %,1395 MHz,3.1 %,151.03 W,4,0.05 GB/s,1512 MHz,9.04 W,1395 MHz,65.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:46.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,39.70 %,11.10 %,304.04 W,54.00 %,96.40 %,5.6 %,1410 MHz,5.3 %,150.38 W,4,0.05 GB/s,1512 MHz,9.25 W,1410 MHz,65.00 °C,0.07 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:46.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,299.76 W,54.00 %,33.80 %,5.6 %,1395 MHz,4.1 %,150.20 W,4,0.05 GB/s,1512 MHz,9.13 W,1395 MHz,65.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:46.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,300.25 W,53.00 %,33.60 %,5.6 %,1395 MHz,3.4 %,143.41 W,4,0.05 GB/s,1512 MHz,9.02 W,1395 MHz,65.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:46.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,300.56 W,53.00 %,34.00 %,5.6 %,1395 MHz,2.8 %,150.66 W,4,0.06 GB/s,1512 MHz,8.98 W,1395 MHz,65.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:46.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,296.05 W,53.00 %,33.30 %,5.6 %,1395 MHz,3.6 %,150.01 W,4,0.05 GB/s,1512 MHz,9.06 W,1395 MHz,65.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:46.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,49.80 %,296.05 W,53.00 %,33.10 %,5.6 %,1395 MHz,3.7 %,139.41 W,4,0.06 GB/s,1512 MHz,9.16 W,1395 MHz,65.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:47.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,298.22 W,53.00 %,33.50 %,5.6 %,1395 MHz,3.1 %,147.53 W,4,0.05 GB/s,1512 MHz,8.90 W,1395 MHz,65.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:47.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,20.90 %,3.10 %,295.16 W,53.00 %,51.90 %,5.6 %,1410 MHz,3.4 %,149.98 W,4,0.18 GB/s,1512 MHz,8.91 W,1410 MHz,65.00 °C,0.12 GB/s,16,41.60 %,100.00 %
2025-05-07 16:35:47.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,301.80 W,53.00 %,33.70 %,5.6 %,1395 MHz,3.1 %,151.78 W,4,0.05 GB/s,1512 MHz,8.96 W,1395 MHz,65.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:47.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,301.61 W,53.00 %,33.20 %,5.6 %,1395 MHz,3.4 %,147.05 W,4,0.05 GB/s,1512 MHz,8.84 W,1395 MHz,65.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:47.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,302.41 W,53.00 %,33.60 %,5.6 %,1395 MHz,3.1 %,148.12 W,4,0.05 GB/s,1512 MHz,8.98 W,1395 MHz,65.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:47.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,301.60 W,53.00 %,33.20 %,5.6 %,1395 MHz,3.4 %,149.90 W,4,0.05 GB/s,1512 MHz,9.04 W,1395 MHz,65.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:47.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,293.02 W,53.00 %,33.10 %,5.6 %,1395 MHz,3.3 %,144.04 W,4,0.05 GB/s,1512 MHz,8.89 W,1395 MHz,65.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:47.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,303.84 W,53.00 %,34.00 %,5.6 %,1380 MHz,4.3 %,147.37 W,4,0.06 GB/s,1512 MHz,8.97 W,1380 MHz,65.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:47.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,292.93 W,53.00 %,35.10 %,5.6 %,1395 MHz,4.7 %,145.93 W,4,0.05 GB/s,1512 MHz,9.01 W,1395 MHz,65.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:47.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,42.50 %,300.53 W,53.00 %,29.00 %,5.6 %,1395 MHz,4.0 %,150.34 W,4,0.05 GB/s,1512 MHz,9.07 W,1395 MHz,65.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:48.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,11.30 %,33.20 %,303.06 W,53.00 %,48.30 %,5.6 %,1395 MHz,3.1 %,143.49 W,4,0.05 GB/s,1512 MHz,9.21 W,1395 MHz,66.00 °C,0.04 GB/s,16,90.80 %,100.00 %
2025-05-07 16:35:48.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,299.08 W,53.00 %,33.50 %,5.6 %,1395 MHz,3.7 %,144.03 W,4,0.05 GB/s,1512 MHz,9.13 W,1395 MHz,66.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:48.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,23.70 %,5.70 %,298.42 W,52.00 %,58.00 %,5.6 %,1395 MHz,3.1 %,148.01 W,4,0.12 GB/s,1512 MHz,9.07 W,1395 MHz,65.00 °C,0.10 GB/s,16,57.40 %,98.00 %
2025-05-07 16:35:48.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,44.40 %,299.94 W,52.00 %,30.00 %,5.6 %,1395 MHz,1.9 %,142.65 W,4,0.05 GB/s,1512 MHz,8.97 W,1395 MHz,66.00 °C,0.09 GB/s,16,100.00 %,98.00 %
2025-05-07 16:35:48.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,304.33 W,53.00 %,33.20 %,5.6 %,1395 MHz,3.4 %,144.08 W,4,0.05 GB/s,1512 MHz,9.17 W,1395 MHz,66.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:48.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,299.93 W,53.00 %,33.40 %,5.6 %,1395 MHz,2.5 %,151.20 W,4,0.06 GB/s,1512 MHz,8.98 W,1395 MHz,66.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:48.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,20.80 %,3.00 %,299.93 W,53.00 %,51.60 %,5.6 %,1395 MHz,3.7 %,129.99 W,4,0.18 GB/s,1512 MHz,9.01 W,1395 MHz,66.00 °C,0.11 GB/s,16,40.60 %,100.00 %
2025-05-07 16:35:48.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,20.80 %,4.50 %,301.21 W,53.00 %,50.10 %,5.6 %,1395 MHz,4.6 %,149.27 W,4,0.12 GB/s,1512 MHz,9.23 W,1395 MHz,66.00 °C,0.10 GB/s,16,49.50 %,100.00 %
2025-05-07 16:35:48.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,301.10 W,53.00 %,33.00 %,5.6 %,1395 MHz,3.4 %,148.51 W,4,0.05 GB/s,1512 MHz,8.97 W,1395 MHz,66.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:49.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,298.12 W,53.00 %,33.70 %,5.6 %,1380 MHz,4.7 %,147.06 W,4,0.05 GB/s,1512 MHz,9.13 W,1380 MHz,66.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:49.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,302.01 W,53.00 %,33.30 %,5.6 %,1395 MHz,4.0 %,150.73 W,4,0.05 GB/s,1512 MHz,9.18 W,1395 MHz,66.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:49.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,25.30 %,6.00 %,298.01 W,53.00 %,60.60 %,5.6 %,1395 MHz,3.1 %,151.51 W,4,0.12 GB/s,1512 MHz,9.06 W,1395 MHz,66.00 °C,0.10 GB/s,16,58.80 %,100.00 %
2025-05-07 16:35:49.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,301.80 W,53.00 %,33.30 %,5.6 %,1395 MHz,3.1 %,146.27 W,4,0.06 GB/s,1512 MHz,9.13 W,1395 MHz,66.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:49.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,49.20 %,298.12 W,53.00 %,31.60 %,5.6 %,1395 MHz,3.0 %,140.42 W,4,0.10 GB/s,1512 MHz,9.01 W,1395 MHz,66.00 °C,0.10 GB/s,16,97.80 %,100.00 %
2025-05-07 16:35:49.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,297.52 W,53.00 %,33.90 %,5.6 %,1395 MHz,3.1 %,146.88 W,4,0.06 GB/s,1512 MHz,8.99 W,1395 MHz,66.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:49.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,304.63 W,53.00 %,33.40 %,5.6 %,1395 MHz,3.1 %,145.70 W,4,0.05 GB/s,1512 MHz,9.10 W,1395 MHz,66.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:49.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,297.64 W,53.00 %,33.20 %,5.6 %,1395 MHz,3.1 %,147.10 W,4,0.06 GB/s,1512 MHz,9.04 W,1395 MHz,66.00 °C,0.09 GB/s,16,100.00 %,99.00 %
2025-05-07 16:35:49.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,300.94 W,53.00 %,33.70 %,5.6 %,1395 MHz,2.8 %,146.93 W,4,0.05 GB/s,1512 MHz,9.06 W,1395 MHz,66.00 °C,0.10 GB/s,16,100.00 %,99.00 %
2025-05-07 16:35:49.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,30.10 %,7.50 %,299.74 W,53.00 %,72.80 %,5.6 %,1395 MHz,2.8 %,128.98 W,4,0.09 GB/s,1512 MHz,9.05 W,1395 MHz,66.00 °C,0.09 GB/s,16,71.70 %,100.00 %
2025-05-07 16:35:50.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,26.10 %,6.20 %,288.55 W,53.00 %,63.40 %,5.6 %,1395 MHz,3.1 %,146.94 W,4,0.11 GB/s,1512 MHz,9.00 W,1395 MHz,66.00 °C,0.09 GB/s,16,62.80 %,100.00 %
2025-05-07 16:35:50.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,39.00 %,300.54 W,53.00 %,26.90 %,5.6 %,1395 MHz,3.4 %,130.48 W,4,0.05 GB/s,1512 MHz,9.13 W,1395 MHz,66.00 °C,0.09 GB/s,16,99.80 %,100.00 %
2025-05-07 16:35:50.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,19.30 %,11.00 %,292.06 W,53.00 %,55.10 %,5.6 %,1395 MHz,5.2 %,146.55 W,4,0.06 GB/s,1512 MHz,9.17 W,1395 MHz,66.00 °C,0.08 GB/s,16,84.70 %,100.00 %
2025-05-07 16:35:50.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,300.34 W,53.00 %,32.90 %,5.6 %,1395 MHz,3.4 %,147.68 W,4,0.05 GB/s,1512 MHz,9.08 W,1395 MHz,66.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:50.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,303.07 W,53.00 %,33.20 %,5.6 %,1380 MHz,3.7 %,141.80 W,4,0.06 GB/s,1512 MHz,9.09 W,1380 MHz,66.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:50.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,293.98 W,53.00 %,33.70 %,5.6 %,1395 MHz,3.7 %,146.15 W,4,0.05 GB/s,1512 MHz,9.07 W,1395 MHz,66.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:50.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,298.01 W,53.00 %,33.50 %,5.6 %,1395 MHz,3.7 %,140.42 W,4,0.06 GB/s,1512 MHz,9.03 W,1395 MHz,66.00 °C,0.07 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:50.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,11.80 %,12.20 %,298.13 W,53.00 %,33.30 %,5.6 %,1395 MHz,3.1 %,149.97 W,4,0.26 GB/s,1512 MHz,8.84 W,1395 MHz,66.00 °C,0.13 GB/s,16,44.80 %,100.00 %
2025-05-07 16:35:50.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,304.22 W,53.00 %,33.50 %,5.6 %,1395 MHz,5.6 %,154.07 W,4,0.04 GB/s,1512 MHz,9.48 W,1395 MHz,66.00 °C,0.04 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:50.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,298.37 W,53.00 %,33.50 %,5.6 %,1395 MHz,3.7 %,148.26 W,4,0.05 GB/s,1512 MHz,9.07 W,1395 MHz,66.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:51.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,299.76 W,53.00 %,32.90 %,5.6 %,1395 MHz,3.4 %,146.75 W,4,0.05 GB/s,1512 MHz,9.08 W,1395 MHz,66.00 °C,0.09 GB/s,16,100.00 %,99.00 %
2025-05-07 16:35:51.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,296.24 W,53.00 %,33.80 %,5.6 %,1380 MHz,3.7 %,139.29 W,4,0.06 GB/s,1512 MHz,8.99 W,1380 MHz,66.00 °C,0.10 GB/s,16,100.00 %,99.00 %
2025-05-07 16:35:51.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,296.24 W,53.00 %,33.30 %,5.6 %,1395 MHz,3.3 %,149.53 W,4,0.05 GB/s,1512 MHz,8.85 W,1395 MHz,66.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:51.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,292.15 W,53.00 %,33.90 %,5.6 %,1395 MHz,6.8 %,148.83 W,4,0.05 GB/s,1512 MHz,9.33 W,1395 MHz,66.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:51.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,300.62 W,53.00 %,34.00 %,5.6 %,1395 MHz,5.0 %,151.14 W,4,0.06 GB/s,1512 MHz,8.98 W,1395 MHz,66.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:51.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,292.85 W,53.00 %,33.80 %,5.6 %,1395 MHz,4.9 %,153.09 W,4,0.05 GB/s,1512 MHz,9.23 W,1395 MHz,66.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:51.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,296.07 W,53.00 %,33.80 %,5.6 %,1395 MHz,4.0 %,151.18 W,4,0.05 GB/s,1512 MHz,9.18 W,1395 MHz,66.00 °C,0.09 GB/s,16,100.00 %,98.00 %
2025-05-07 16:35:51.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,301.13 W,53.00 %,33.40 %,5.6 %,1395 MHz,3.4 %,148.12 W,4,0.05 GB/s,1512 MHz,9.03 W,1395 MHz,66.00 °C,0.09 GB/s,16,100.00 %,98.00 %
2025-05-07 16:35:51.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,301.72 W,53.00 %,33.80 %,5.6 %,1395 MHz,4.0 %,147.43 W,4,0.06 GB/s,1512 MHz,8.97 W,1395 MHz,66.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:51.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,293.43 W,53.00 %,33.10 %,5.6 %,1395 MHz,4.3 %,144.88 W,4,0.05 GB/s,1512 MHz,9.16 W,1395 MHz,66.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:52.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,301.22 W,53.00 %,33.90 %,5.6 %,1395 MHz,3.1 %,149.01 W,4,0.06 GB/s,1512 MHz,8.91 W,1395 MHz,66.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:52.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,284.93 W,53.00 %,33.20 %,5.6 %,1380 MHz,3.1 %,134.81 W,4,0.06 GB/s,1512 MHz,9.11 W,1380 MHz,66.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:52.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,298.61 W,53.00 %,33.20 %,5.6 %,1395 MHz,3.4 %,150.71 W,4,0.06 GB/s,1512 MHz,9.06 W,1395 MHz,66.00 °C,0.09 GB/s,16,100.00 %,99.00 %
2025-05-07 16:35:52.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,301.34 W,53.00 %,33.50 %,5.6 %,1395 MHz,3.1 %,136.93 W,4,0.05 GB/s,1512 MHz,9.02 W,1395 MHz,67.00 °C,0.10 GB/s,16,100.00 %,99.00 %
2025-05-07 16:35:52.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,295.69 W,53.00 %,33.00 %,5.6 %,1395 MHz,3.1 %,151.24 W,4,0.05 GB/s,1512 MHz,8.96 W,1395 MHz,66.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:52.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,291.29 W,53.00 %,33.30 %,5.6 %,1380 MHz,3.4 %,143.19 W,4,0.05 GB/s,1512 MHz,8.89 W,1380 MHz,66.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:52.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,71.00 °C,0.00 GB/s,0.00 GB/s,93.12 %,0.00 %,50.00 %,300.53 W,53.00 %,33.30 %,5.6 %,1395 MHz,2.8 %,149.32 W,4,0.06 GB/s,1512 MHz,9.08 W,1395 MHz,67.00 °C,0.09 GB/s,16,100.00 %,100.00 %
